1 4 7 10 13 16 21 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 71 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
3 4 7 10 13 16 20 22 25 28 31 34 37 40 43 46 49 52 57 59 63 65 69 71 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 19 22 25 28 31 34 38 41 43 46 49 52 57 59 63 65 69 72 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 19 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 72 73 76 79 82 85 88 91 94 97 100 103 106 110 112 115 118 121 124
1 4 7 10 13 16 19 22 25 28 31 34 38 41 43 46 49 52 57 59 63 65 69 70 75 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 19 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 75 77 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 19 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 75 76 79 82 85 88 92 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 21 22 25 28 31 34 38 41 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 21 23 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 21 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 92 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 21 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 91 94 97 100 103 106 110 112 115 118 121 124
3 4 7 10 13 16 19 22 25 28 31 34 38 41 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
3 4 7 10 13 16 19 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 92 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 19 22 25 28 31 34 38 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 92 94 97 100 103 106 111 112 115 118 121 124
1 4 7 10 13 16 20 23 25 28 31 34 37 40 43 46 49 52 57 59 63 65 69 72 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 20 22 25 28 31 34 37 40 43 46 49 52 57 59 63 65 69 72 73 76 79 82 85 88 92 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 20 22 25 28 31 34 37 40 43 46 49 52 57 59 63 65 69 72 73 76 79 82 85 88 91 94 97 100 103 106 110 112 115 118 121 124
1 4 7 10 13 16 20 23 25 28 31 34 39 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
1 4 7 10 13 16 20 22 25 28 31 34 39 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 92 94 97 100 103 106 109 112 115 118 121 124
3 4 7 10 13 16 20 23 25 28 31 34 37 40 43 46 49 52 57 59 63 65 69 70 73 76 79 82 85 88 91 94 97 100 103 106 109 112 115 118 121 124
